t,plant,axis,metamer,organ,sucrose,temperature,proteins,amino_acids,day,light,leaf_pseudo_age
1693,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1693,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1694,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4126646.081
1694,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1694,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1695,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4128146.081
1695,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1695,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1696,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4129646.081
1696,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1696,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1697,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4131146.081
1697,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1697,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1698,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4132646.081
1698,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1698,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1699,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4134146.081
1699,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1699,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1700,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4135646.081
1700,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1700,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1701,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4137146.081
1701,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1701,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1702,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,day,4138646.081
1702,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,day,2161501.663
1702,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,day,2161501.663
1703,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,71,night,4140146.081
1703,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,71,night,2161501.663
1703,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,71,night,2161501.663
1704,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,night,4141646.081
1704,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,night,2161501.663
1704,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,night,2161501.663
1705,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,night,4143146.081
1705,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,night,2161501.663
1705,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,night,2161501.663
1706,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,night,4144646.081
1706,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,night,2161501.663
1706,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,night,2161501.663
1707,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,night,4146146.081
1707,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,night,2161501.663
1707,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,night,2161501.663
1708,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,night,4147646.081
1708,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,night,2161501.663
1708,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,night,2161501.663
1709,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,night,4149146.081
1709,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,night,2161501.663
1709,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,night,2161501.663
1710,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,night,4150646.081
1710,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,night,2161501.663
1710,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,night,2161501.663
1711,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4152146.081
1711,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1711,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1712,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4153646.081
1712,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1712,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1713,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4155146.081
1713,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1713,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1714,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4156646.081
1714,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1714,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1715,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4158146.081
1715,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1715,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1716,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4159646.081
1716,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1716,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1717,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4161146.081
1717,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1717,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1718,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4162646.081
1718,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1718,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1719,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4164146.081
1719,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1719,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1720,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4165646.081
1720,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1720,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1721,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4167146.081
1721,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1721,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1722,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4168646.081
1722,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1722,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1723,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4170146.081
1723,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1723,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1724,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4171646.081
1724,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1724,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1725,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4173146.081
1725,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1725,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1726,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,day,4174646.081
1726,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,day,2161501.663
1726,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,day,2161501.663
1727,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,72,night,4176146.081
1727,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,72,night,2161501.663
1727,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,72,night,2161501.663
1728,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,night,4177646.081
1728,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,night,2161501.663
1728,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,night,2161501.663
1729,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,night,4179146.081
1729,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,night,2161501.663
1729,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,night,2161501.663
1730,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,night,4180646.081
1730,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,night,2161501.663
1730,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,night,2161501.663
1731,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,night,4182146.081
1731,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,night,2161501.663
1731,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,night,2161501.663
1732,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,night,4183646.081
1732,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,night,2161501.663
1732,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,night,2161501.663
1733,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,night,4185146.081
1733,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,night,2161501.663
1733,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,night,2161501.663
1734,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,night,4186646.081
1734,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,night,2161501.663
1734,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,night,2161501.663
1735,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4188146.081
1735,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1735,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1736,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4189646.081
1736,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1736,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1737,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4191146.081
1737,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1737,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1738,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4192646.081
1738,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1738,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1739,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4194146.081
1739,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1739,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1740,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4195646.081
1740,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1740,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1741,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4197146.081
1741,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1741,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1742,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4198646.081
1742,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1742,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1743,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4200146.081
1743,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1743,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1744,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4201646.081
1744,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1744,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1745,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4203146.081
1745,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1745,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1746,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4204646.081
1746,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1746,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1747,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4206146.081
1747,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1747,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1748,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4207646.081
1748,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1748,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1749,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4209146.081
1749,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1749,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1750,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,day,4210646.081
1750,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,day,2161501.663
1750,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,day,2161501.663
1751,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,73,night,4212146.081
1751,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,73,night,2161501.663
1751,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,73,night,2161501.663
1752,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,night,4213646.081
1752,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,night,2161501.663
1752,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,night,2161501.663
1753,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,night,4215146.081
1753,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,night,2161501.663
1753,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,night,2161501.663
1754,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,night,4216646.081
1754,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,night,2161501.663
1754,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,night,2161501.663
1755,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,night,4218146.081
1755,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,night,2161501.663
1755,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,night,2161501.663
1756,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,night,4219646.081
1756,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,night,2161501.663
1756,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,night,2161501.663
1757,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,night,4221146.081
1757,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,night,2161501.663
1757,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,night,2161501.663
1758,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,night,4222646.081
1758,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,night,2161501.663
1758,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,night,2161501.663
1759,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4224146.081
1759,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1759,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1760,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4225646.081
1760,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1760,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1761,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4227146.081
1761,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1761,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1762,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4228646.081
1762,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1762,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1763,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4230146.081
1763,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1763,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1764,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4231646.081
1764,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1764,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1765,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4233146.081
1765,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1765,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1766,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4234646.081
1766,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1766,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1767,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4236146.081
1767,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1767,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1768,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4237646.081
1768,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1768,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1769,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4239146.081
1769,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1769,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1770,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4240646.081
1770,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1770,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1771,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4242146.081
1771,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1771,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1772,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4243646.081
1772,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1772,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1773,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4245146.081
1773,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1773,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1774,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,day,4246646.081
1774,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,day,2161501.663
1774,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,day,2161501.663
1775,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,74,night,4248146.081
1775,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,74,night,2161501.663
1775,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,74,night,2161501.663
1776,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,night,4249646.081
1776,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,night,2161501.663
1776,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,night,2161501.663
1777,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,night,4251146.081
1777,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,night,2161501.663
1777,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,night,2161501.663
1778,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,night,4252646.081
1778,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,night,2161501.663
1778,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,night,2161501.663
1779,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,night,4254146.081
1779,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,night,2161501.663
1779,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,night,2161501.663
1780,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,night,4255646.081
1780,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,night,2161501.663
1780,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,night,2161501.663
1781,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,night,4257146.081
1781,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,night,2161501.663
1781,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,night,2161501.663
1782,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,night,4258646.081
1782,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,night,2161501.663
1782,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,night,2161501.663
1783,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4260146.081
1783,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1783,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
1784,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4261646.081
1784,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1784,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
1785,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4263146.081
1785,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1785,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
1786,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4264646.081
1786,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1786,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
1787,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4266146.081
1787,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1787,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
1788,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4267646.081
1788,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1788,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
1789,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4269146.081
1789,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1789,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
1790,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4270646.081
1790,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1790,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
1791,1,MS,3,hiddenzone,0.4747872,8,0.24545102,0.02340554,75,day,4272146.081
1791,1,MS,4,hiddenzone,0.2476153,8,0.0396223,0.00469575,75,day,2161501.663
1791,1,MS,5,hiddenzone,123.6316683,8,16.43510545,1.94948914,75,day,2161501.663
