t,plant,axis,metamer,organ,element,green_area,sucrose,temperature_init,transpiration,amino_acids,proteins,day,light,Tr,age,,t_init,hour_init,day_init,light_init,Tr_init
524,1,MS,2,sheath,HiddenElement,0,10.82648071,6.296,0.0000248,0.66195361,4.60674676,22,day,0,284.5502271,,524,8,23,day,0
524,1,MS,2,sheath,StemElement,0.00000471,0.18894149,4.37699713,0.00000041,0.01112468,0.08328877,22,day,0.06132452,284.5502271,,524,8,23,day,0.01551414
524,1,MS,3,blade,LeafElement1,0.00031396,38.59831567,4.49501279,0.00002773,2.3136653,40.49671881,22,day,0.06532884,204.5502271,,524,8,23,day,0.01647315
524,1,MS,4,blade,LeafElement1,0.00026986,35.96084985,4.48833348,0.00002592,2.08803067,39.91035006,22,day,0.06532188,119.122718,,524,8,23,day,0.01647324
524,1,MS,5,blade,LeafElement1,0.00000492,1.04200541,6.296,0.00000061,0.06049657,0.27935556,22,day,0,10.26858043,,524,8,23,day,0
525,1,MS,1,blade,LeafElement1,0.00019533,25.80455431,4.47774233,0.00001822,1.54571935,20.94036468,22,day,0.0580016,364.7706479,,525,9,23,day,0.28747957
525,1,MS,1,sheath,StemElement,0.00026861,10.7388151,4.34418942,0.00002269,0.65761752,3.77319825,22,day,0.05380734,364.7706479,,525,9,23,day,0.14879564
525,1,MS,2,blade,LeafElement1,0.00024107,30.38822228,4.49187673,0.00002167,1.82547329,29.61914497,22,day,0.05829495,284.7706479,,525,9,23,day,0.30232794
525,1,MS,2,sheath,HiddenElement,0,10.72971329,6.296,0.0000248,0.66061989,4.60887925,22,day,0,284.7706479,,525,9,23,day,0
525,1,MS,2,sheath,StemElement,0.00000471,0.18726386,4.37699713,0.00000041,0.01109363,0.0833316,22,day,0.05506524,284.7706479,,525,9,23,day,0.05430838
525,1,MS,3,blade,LeafElement1,0.00031396,38.25039314,4.49501279,0.00002773,2.30742135,40.49482912,22,day,0.05860821,204.7706479,,525,9,23,day,0.30351724
525,1,MS,4,blade,LeafElement1,0.00027045,35.71183157,4.48833348,0.00002597,2.08692108,39.9855673,22,day,0.05860486,119.3431388,,525,9,23,day,0.27224388
525,1,MS,5,blade,LeafElement1,0.00000508,1.05597489,6.296,0.00000063,0.06170241,0.28593267,22,day,0,10.48900121,,525,9,23,day,0
526,1,MS,1,blade,LeafElement1,0.00019533,28.24968049,7.85061074,0.00009283,1.61876256,20.94035748,22,day,0.04840923,364.9938502,,526,10,23,day,0.4294746
526,1,MS,1,sheath,StemElement,0.00026861,10.80976224,7.41131319,0.00005793,0.710031,3.7758992,22,day,0.04492698,364.9938502,,526,10,23,day,0.21119708
526,1,MS,2,blade,LeafElement1,0.00024107,33.89874986,8.04798264,0.00012119,1.92030518,29.61876943,22,day,0.04865228,284.9938502,,526,10,23,day,0.45372389
526,1,MS,2,sheath,HiddenElement,0,10.69241884,5.5465,0.0000248,0.65715178,4.6110853,22,day,0,284.9938502,,526,10,23,day,0
526,1,MS,2,sheath,StemElement,0.00000471,0.19042597,6.23787157,0.00000086,0.01143188,0.08337649,22,day,0.04597011,284.9938502,,526,10,23,day,0.07970184
526,1,MS,3,blade,LeafElement1,0.00031396,42.98547018,8.05073439,0.00015556,2.43099865,40.49308174,22,day,0.0489119,204.9938502,,526,10,23,day,0.46013829
526,1,MS,4,blade,LeafElement1,0.00027115,36.2523996,8.15787004,0.00015009,2.105715,40.06158738,22,day,0.04891144,119.5663412,,526,10,23,day,0.41614933
526,1,MS,5,blade,LeafElement1,0.00000524,1.1022399,5.5465,0.00000065,0.06408184,0.29535743,22,day,0,10.71220358,,526,10,23,day,0
527,1,MS,1,blade,LeafElement1,0.00019533,29.68799578,7.85061074,0.00009283,1.63836258,20.94047962,22,night,0.05800546,365.226351,,527,11,23,day,1.01599765
527,1,MS,1,sheath,StemElement,0.00026861,11.07657284,7.41131319,0.00005793,0.70446949,3.77885079,22,night,0.05380997,365.226351,,527,11,23,day,0.4386882
527,1,MS,2,blade,LeafElement1,0.00024107,35.90387124,8.04798264,0.00012119,1.94886162,29.61853442,22,night,0.05829809,285.226351,,527,11,23,day,1.08528983
527,1,MS,2,sheath,HiddenElement,0,10.79409466,5.5465,0.0000248,0.65577011,4.61348403,22,night,0,285.226351,,527,11,23,day,0
527,1,MS,2,sheath,StemElement,0.00000471,0.19449494,6.23787157,0.00000086,0.01133604,0.08342513,22,night,0.05506426,285.226351,,527,11,23,day,0.15863121
527,1,MS,3,blade,LeafElement1,0.00031396,45.75164203,8.05073439,0.00015556,2.46979343,40.49142989,22,night,0.05861078,205.226351,,527,11,23,day,1.12006093
527,1,MS,4,blade,LeafElement1,0.00027188,37.14249098,8.15787004,0.0001504,2.12186816,40.14066319,22,night,0.05861297,119.798842,,527,11,23,day,1.02279531
527,1,MS,5,blade,LeafElement1,0.00000541,1.16353286,5.5465,0.00000067,0.06652578,0.30532289,22,night,0,10.94470439,,527,11,23,day,0
528,1,MS,1,blade,LeafElement1,0.00019533,31.16447782,8.9071143,0.00011646,1.66227528,20.94072116,23,night,0.04941868,365.4810648,,528,12,23,day,0.6194233
528,1,MS,1,sheath,StemElement,0.00026861,11.38539182,8.42188045,0.00006772,0.70609852,3.78170581,23,night,0.04530848,365.4810648,,528,12,23,day,0.30189149
528,1,MS,2,blade,LeafElement1,0.00024107,37.88004899,9.14679052,0.00015325,1.98232292,29.61847207,23,night,0.0497146,285.4810648,,528,12,23,day,0.65483185
528,1,MS,2,sheath,HiddenElement,0,11.02654974,5.851,0.0000248,0.65588751,4.61580257,23,night,0,285.4810648,,528,12,23,day,0
528,1,MS,2,sheath,StemElement,0.00000471,0.20041711,6.96729236,0.00000098,0.01140415,0.08347223,23,night,0.04653274,285.4810648,,528,12,23,day,0.12495301
528,1,MS,3,blade,LeafElement1,0.00031396,48.39981877,9.1246003,0.00019533,2.51379054,40.49006851,23,night,0.05003149,205.4810648,,528,12,23,day,0.66927594
528,1,MS,4,blade,LeafElement1,0.00027269,38.38649925,9.271815,0.00019165,2.14163542,40.2275618,23,night,0.05003563,120.0535557,,528,12,23,day,0.61240399
528,1,MS,5,blade,LeafElement1,0.0000056,1.24119873,5.851,0.00000069,0.06931714,0.31637894,23,night,0,11.19941814,,528,12,23,day,0
529,1,MS,1,blade,LeafElement1,0.00019533,32.25054702,8.9071143,0.00011646,1.67886071,20.94107281,23,night,0.03681713,365.7465473,,529,13,23,day,0.75162344
529,1,MS,1,sheath,StemElement,0.00026861,11.72116969,8.42188045,0.00006772,0.70762985,3.78463778,23,night,0.03376055,365.7465473,,529,13,23,day,0.3604055
529,1,MS,2,blade,LeafElement1,0.00024107,39.2499191,9.14679052,0.00015325,2.00503453,29.61854651,23,night,0.03703689,285.7465473,,529,13,23,day,0.79590999
529,1,MS,2,sheath,HiddenElement,0,11.34631913,5.851,0.0000248,0.65733879,4.6181807,23,night,0,285.7465473,,529,13,23,day,0
529,1,MS,2,sheath,StemElement,0.00000471,0.20690248,6.96729236,0.00000098,0.01147146,0.08352064,23,night,0.03467034,285.7465473,,529,13,23,day,0.15372806
529,1,MS,3,blade,LeafElement1,0.00031396,50.21155756,9.1246003,0.00019533,2.54393803,40.48886957,23,night,0.03727226,205.7465473,,529,13,23,day,0.81675725
529,1,MS,4,blade,LeafElement1,0.00027354,39.75852696,9.271815,0.0001921,2.16246335,40.3180649,23,night,0.03727667,120.3190382,,529,13,23,day,0.75007322
529,1,MS,5,blade,LeafElement1,0.00000581,1.32814575,5.851,0.00000072,0.07230704,0.32809085,23,night,0,11.46490061,,529,13,23,day,0
530,1,MS,1,blade,LeafElement1,0.00019533,33.20927555,9.17344355,0.00011821,1.69196648,20.94150867,23,night,0.03207103,366.0217255,,530,14,23,day,0.63029119
530,1,MS,1,sheath,StemElement,0.00026861,12.09469932,8.68846963,0.0000693,0.71011121,3.78757379,23,night,0.02942834,366.0217255,,530,14,23,day,0.30807381
530,1,MS,2,blade,LeafElement1,0.00024107,40.40931236,9.41328703,0.00015562,2.02234449,29.61873268,23,night,0.03226071,286.0217255,,530,14,23,day,0.66619575
530,1,MS,2,sheath,HiddenElement,0,11.71466162,6.681,0.0000248,0.65972715,4.62055976,23,night,0,286.0217255,,530,14,23,day,0
530,1,MS,2,sheath,StemElement,0.00000471,0.21375643,7.24516906,0.000001,0.01154711,0.08356917,23,night,0.03021458,286.0217255,,530,14,23,day,0.12713725
530,1,MS,3,blade,LeafElement1,0.00031396,51.70638388,9.38994162,0.00019822,2.56678902,40.48783064,23,night,0.03246387,206.0217255,,530,14,23,day,0.68056328
530,1,MS,4,blade,LeafElement1,0.00027443,41.18889395,9.5490874,0.00019539,2.18391698,40.41179182,23,night,0.03246882,120.5942165,,530,14,23,day,0.62190446
530,1,MS,5,blade,LeafElement1,0.00000603,1.42209939,6.681,0.00000074,0.07547298,0.34042293,23,night,0,11.74007888,,530,14,23,day,0
531,1,MS,1,blade,LeafElement1,0.00019533,34.12240641,9.17344355,0.00011821,1.70249364,20.9420104,23,night,0.02712633,366.3012749,,531,15,23,day,0.30495726
531,1,MS,1,sheath,StemElement,0.00026861,12.48383379,8.68846963,0.0000693,0.71264225,3.79048925,23,night,0.02491924,366.3012749,,531,15,23,day,0.1876526
531,1,MS,2,blade,LeafElement1,0.00024107,41.48743609,9.41328703,0.00015562,2.03565619,29.61900911,23,night,0.02728442,286.3012749,,531,15,23,day,0.31657736
531,1,MS,2,sheath,HiddenElement,0,12.10854294,6.681,0.0000248,0.6627688,4.62292032,23,night,0,286.3012749,,531,15,23,day,0
531,1,MS,2,sheath,StemElement,0.00000471,0.22072749,7.24516906,0.000001,0.01162162,0.0836174,23,night,0.02557592,286.3012749,,531,15,23,day,0.0881473
531,1,MS,3,blade,LeafElement1,0.00031396,53.07497794,9.38994162,0.00019822,2.5842054,40.48693227,23,night,0.02745373,206.3012749,,531,15,23,day,0.31561779
531,1,MS,4,blade,LeafElement1,0.00027533,42.64658244,9.5490874,0.00019587,2.20540749,40.50685982,23,night,0.02745865,120.8737658,,531,15,23,day,0.2882779
531,1,MS,5,blade,LeafElement1,0.00000626,1.52151126,6.681,0.00000077,0.07875486,0.35315625,23,night,0,12.01962823,,531,15,23,day,0
532,1,MS,1,blade,LeafElement1,0.00019533,32.46553342,6.57191783,0.00003256,1.67319739,20.94249168,23,night,0.01950896,366.5761353,,532,16,23,day,0.13594907
532,1,MS,1,sheath,StemElement,0.00026861,12.70111477,6.26635703,0.00003628,0.70459547,3.79330399,23,night,0.01791679,366.5761353,,532,16,23,day,0.10253075
532,1,MS,2,blade,LeafElement1,0.00024107,38.99581247,6.62214455,0.00004031,1.99444802,29.61927034,23,night,0.01962296,286.5761353,,532,16,23,day,0.13905907
532,1,MS,2,sheath,HiddenElement,0,12.41021548,7.035,0.0000248,0.66851314,4.62520657,23,night,0,286.5761353,,532,16,23,day,0
532,1,MS,2,sheath,StemElement,0.00000471,0.22223379,6.18805539,0.00000055,0.01159769,0.08366403,23,night,0.01839023,286.5761353,,532,16,23,day,0.0620072
532,1,MS,3,blade,LeafElement1,0.00031396,49.6891671,6.62652891,0.00005155,2.53129753,40.48606105,23,night,0.01974508,206.5761353,,532,16,23,day,0.1372183
532,1,MS,4,blade,LeafElement1,0.00027622,43.1772243,6.64164244,0.00004952,2.21692934,40.60007078,23,night,0.01974897,121.1486262,,532,16,23,day,0.12777758
532,1,MS,5,blade,LeafElement1,0.00000649,1.5915449,7.035,0.0000008,0.08172424,0.36588215,23,night,0,12.29448861,,532,16,23,day,0
533,1,MS,1,blade,LeafElement1,0.00019533,31.89153092,6.57191783,0.00003256,1.65646148,20.94292406,23,night,0.02309423,366.8415383,,533,17,23,day,0.04975248
533,1,MS,1,sheath,StemElement,0.00026861,12.83212566,6.26635703,0.00003628,0.70127471,3.79604236,23,night,0.02121951,366.8415383,,533,17,23,day,0.04613519
533,1,MS,2,blade,LeafElement1,0.00024107,38.08324489,6.62214455,0.00004031,1.97016788,29.61947429,23,night,0.02322835,286.8415383,,533,17,23,day,0.05000693
533,1,MS,2,sheath,HiddenElement,0,12.56227018,7.035,0.0000248,0.67248385,4.62744067,23,night,0,286.8415383,,533,17,23,day,0
533,1,MS,2,sheath,StemElement,0.00000471,0.22333254,6.18805539,0.00000055,0.0116166,0.08370949,23,night,0.02177685,286.8415383,,533,17,23,day,0.04722674
533,1,MS,3,blade,LeafElement1,0.00031396,48.36861513,6.62652891,0.00005155,2.49910316,40.48514666,23,night,0.02337202,206.8415383,,533,17,23,day,0.05027834
533,1,MS,4,blade,LeafElement1,0.00027708,43.41669449,6.64164244,0.00004964,2.22525268,40.68972896,23,night,0.02337701,121.4140292,,533,17,23,day,0.05026586
533,1,MS,5,blade,LeafElement1,0.00000672,1.64878274,7.035,0.00000082,0.08451401,0.37836698,23,night,0,12.5598916,,533,17,23,day,0
534,1,MS,1,blade,LeafElement1,0.00019533,31.13157649,5.84617204,0.00002,1.63651758,20.94331596,23,night,0.02278137,367.0948215,,534,18,23,day,0.05390488
534,1,MS,1,sheath,StemElement,0.00026861,12.73254931,5.70132623,0.00002482,0.69125419,3.79874947,23,night,0.02094151,367.0948215,,534,18,23,day,0.04999674
534,1,MS,2,blade,LeafElement1,0.00024107,36.95080411,5.86156208,0.00002381,1.94227566,29.61962612,23,night,0.02291287,287.0948215,,534,18,23,day,0.05417937
534,1,MS,2,sheath,HiddenElement,0,12.61190354,6.6785,0.0000248,0.67556852,4.62965987,23,night,0,287.0948215,,534,18,23,day,0
534,1,MS,2,sheath,StemElement,0.00000471,0.22242805,5.73680472,0.00000045,0.0115736,0.08375453,23,night,0.02148839,287.0948215,,534,18,23,day,0.05117428
534,1,MS,3,blade,LeafElement1,0.00031396,46.78205932,5.86497827,0.00003046,2.46195051,40.48417371,23,night,0.02305375,207.0948215,,534,18,23,day,0.05447223
534,1,MS,4,blade,LeafElement1,0.0002779,43.36200189,5.85580668,0.00002908,2.22909359,40.77492991,23,night,0.02305903,121.6673124,,534,18,23,day,0.05446138
534,1,MS,5,blade,LeafElement1,0.00000694,1.69370311,6.6785,0.00000085,0.0870626,0.39047104,23,night,0,12.81317483,,534,18,23,day,0
535,1,MS,1,blade,LeafElement1,0.00019533,30.6939441,5.84617204,0.00002,1.62311522,20.94366983,23,day,0.02568252,367.3357068,,535,19,23,day,0.05390655
535,1,MS,1,sheath,StemElement,0.00026861,12.6553286,5.70132623,0.00002482,0.68553704,3.80144805,23,day,0.02363516,367.3357068,,535,19,23,day,0.04999787
535,1,MS,2,blade,LeafElement1,0.00024107,36.31153313,5.86156208,0.00002381,1.92333517,29.61972624,23,day,0.02582863,287.3357068,,535,19,23,day,0.05418073
535,1,MS,2,sheath,HiddenElement,0,12.59052054,6.6785,0.0000248,0.67723886,4.63188204,23,day,0,287.3357068,,535,19,23,day,0
535,1,MS,2,sheath,StemElement,0.00000471,0.22131832,5.73680472,0.00000045,0.0115586,0.08379954,23,day,0.0242439,287.3357068,,535,19,23,day,0.05117384
535,1,MS,3,blade,LeafElement1,0.00031396,45.8709316,5.86497827,0.00003046,2.43619213,40.48313164,23,day,0.02598513,207.3357068,,535,19,23,day,0.05447335
535,1,MS,4,blade,LeafElement1,0.00027867,43.20661838,5.85580668,0.00002914,2.23083868,40.85558279,23,day,0.02599143,121.9081977,,535,19,23,day,0.05446491
535,1,MS,5,blade,LeafElement1,0.00000716,1.73222638,6.6785,0.00000087,0.08943323,0.40215803,23,day,0,13.05406013,,535,19,23,day,0
536,1,MS,1,blade,LeafElement1,0.00019533,30.38730582,6.23671113,0.00002054,1.61393729,20.944001,23,day,0.02156364,367.56785,,536,20,23,day,0.06464157
536,1,MS,1,sheath,StemElement,0.00026861,12.57647512,6.08853358,0.00002546,0.68227032,3.80423386,23,day,0.01985739,367.56785,,536,20,23,day,0.05990203
536,1,MS,2,blade,LeafElement1,0.00024107,35.88647353,6.25247349,0.00002445,1.91031,29.61978218,23,day,0.02168526,287.56785,,536,20,23,day,0.06497394
536,1,MS,2,sheath,HiddenElement,0,12.54471461,6.0615,0.0000248,0.67768762,4.63418261,23,day,0,287.56785,,536,20,23,day,0
536,1,MS,2,sheath,StemElement,0.00000471,0.21988763,6.12479653,0.00000046,0.01154377,0.08384607,23,day,0.02036472,287.56785,,536,20,23,day,0.06132452
536,1,MS,3,blade,LeafElement1,0.00031396,45.27083391,6.2559728,0.00003128,2.41819033,40.48198967,23,day,0.02181553,207.56785,,536,20,23,day,0.06532884
536,1,MS,4,blade,LeafElement1,0.00027942,42.9981702,6.24864526,0.00003002,2.23095133,40.92766642,23,day,0.02182113,122.1403409,,536,20,23,day,0.06532188
536,1,MS,5,blade,LeafElement1,0.00000736,1.76724616,6.0615,0.00000089,0.0916877,0.41359123,23,day,0,13.2862033,,536,20,23,day,0
537,1,MS,1,blade,LeafElement1,0.00019533,30.12539336,6.23671113,0.00002054,1.6073571,20.94429071,23,day,0.14694136,367.8011455,,537,21,23,day,0.0580016
537,1,MS,1,sheath,StemElement,0.00026861,12.49131166,6.08853358,0.00002546,0.68035591,3.80690102,23,day,0.08113996,367.8011455,,537,21,23,day,0.05380734
537,1,MS,2,blade,LeafElement1,0.00024107,35.5437521,6.25247349,0.00002445,1.90103844,29.61979774,23,day,0.15388956,287.8011455,,537,21,23,day,0.05829495
537,1,MS,2,sheath,HiddenElement,0,12.47237224,6.0615,0.0000248,0.67776661,4.63638912,23,day,0,287.8011455,,537,21,23,day,0
537,1,MS,2,sheath,StemElement,0.00000471,0.21832555,6.12479653,0.00000046,0.01152612,0.08389064,23,day,0.03139358,287.8011455,,537,21,23,day,0.05506524
537,1,MS,3,blade,LeafElement1,0.00031396,44.80125098,6.2559728,0.00003128,2.40523986,40.48084383,23,day,0.15351067,207.8011455,,537,21,23,day,0.05860821
537,1,MS,4,blade,LeafElement1,0.00028016,42.76961147,6.24864526,0.00003008,2.23065264,41.00515487,23,day,0.13785186,122.3736365,,537,21,23,day,0.05860486
537,1,MS,5,blade,LeafElement1,0.00000758,1.80132862,6.0615,0.00000092,0.09394218,0.42522162,23,day,0,13.51949885,,537,21,23,day,0
538,1,MS,1,blade,LeafElement1,0.00019533,29.88497687,5.55313759,0.00001961,1.60168199,20.94455096,23,day,0.2112542,368.0310237,,538,22,23,day,0.04840923
538,1,MS,1,sheath,StemElement,0.00026861,12.40304388,5.4107601,0.00002435,0.67839589,3.80952075,23,day,0.10660921,368.0310237,,538,22,23,day,0.04492698
538,1,MS,2,blade,LeafElement1,0.00024107,35.24222299,5.56825235,0.00002334,1.89330502,29.61977928,23,day,0.22272402,288.0310237,,538,22,23,day,0.04865228
538,1,MS,2,sheath,HiddenElement,0,12.38877893,5.871,0.0000248,0.67749802,4.63855985,23,day,0,288.0310237,,538,22,23,day,0
538,1,MS,2,sheath,StemElement,0.00000471,0.21671395,5.44565639,0.00000044,0.01149914,0.08393443,23,day,0.03675981,288.0310237,,538,22,23,day,0.04597011
538,1,MS,3,blade,LeafElement1,0.00031396,44.39997566,5.5716071,0.00002986,2.39451372,40.47967208,23,day,0.22380451,208.0310237,,538,22,23,day,0.0489119
538,1,MS,4,blade,LeafElement1,0.00028089,42.53117172,5.56455534,0.00002877,2.22983603,41.08122016,23,day,0.20061341,122.6035146,,538,22,23,day,0.04891144
538,1,MS,5,blade,LeafElement1,0.00000779,1.83424964,5.871,0.00000094,0.0961601,0.43683743,23,day,0,13.74937702,,538,22,23,day,0
539,1,MS,1,blade,LeafElement1,0.00019533,29.64486979,5.55313759,0.00001961,1.59670931,20.94479447,23,day,0.49945485,368.2517226,,539,23,23,night,0.05800546
539,1,MS,1,sheath,StemElement,0.00026861,12.30969229,5.4107601,0.00002435,0.676666,3.81218316,23,day,0.23091411,368.2517226,,539,23,23,night,0.05380997
539,1,MS,2,blade,LeafElement1,0.00024107,34.94835384,5.56825235,0.00002334,1.88670304,29.61973153,23,day,0.53074344,288.2517226,,539,23,23,night,0.05829809
539,1,MS,2,sheath,HiddenElement,0,12.29771829,5.871,0.0000248,0.67677181,4.64076874,23,day,0,288.2517226,,539,23,23,night,0
539,1,MS,2,sheath,StemElement,0.00000471,0.21500461,5.44565639,0.00000044,0.01147203,0.08397894,23,day,0.08588261,288.2517226,,539,23,23,night,0.05506426
539,1,MS,3,blade,LeafElement1,0.00031396,44.01704211,5.5716071,0.00002986,2.38545325,40.47844166,23,day,0.54260998,208.2517226,,539,23,23,night,0.05861078
539,1,MS,4,blade,LeafElement1,0.00028159,42.28875873,5.56455534,0.00002882,2.22866632,41.15388441,23,day,0.49371473,122.8242136,,539,23,23,night,0.05861297
539,1,MS,5,blade,LeafElement1,0.00000799,1.86515802,5.871,0.00000097,0.09828905,0.44815209,23,day,0,13.97007596,,539,23,23,night,0
540,1,MS,1,blade,LeafElement1,0.00019533,29.40875611,5.45543487,0.00001948,1.59240475,20.94501139,23,day,0.69911378,368.4730176,,540,24,24,night,0.04941868
540,1,MS,1,sheath,StemElement,0.00026861,12.2163544,5.31387432,0.0000242,0.67527235,3.81477673,23,day,0.31441371,368.4730176,,540,24,24,night,0.04530848
540,1,MS,2,blade,LeafElement1,0.00024107,34.6628125,5.47045862,0.00002318,1.88112417,29.61965699,23,day,0.74447482,288.4730176,,540,24,24,night,0.0497146
540,1,MS,2,sheath,HiddenElement,0,12.20591117,5.5535,0.0000248,0.67601976,4.64292315,23,day,0,288.4730176,,540,24,24,night,0
540,1,MS,2,sheath,StemElement,0.00000471,0.213361,5.34857772,0.00000044,0.01144735,0.0840223,23,day,0.12474492,288.4730176,,540,24,24,night,0.04653274
540,1,MS,3,blade,LeafElement1,0.00031396,43.64940732,5.47379307,0.00002966,2.37786911,40.4772051,23,day,0.76643005,208.4730176,,540,24,24,night,0.05003149
540,1,MS,4,blade,LeafElement1,0.00028229,42.04106088,5.46687423,0.00002868,2.22736816,41.22653601,23,day,0.70264587,123.0455086,,540,24,24,night,0.05003563
540,1,MS,5,blade,LeafElement1,0.0000082,1.89576222,5.5535,0.00000099,0.10043149,0.45962943,23,day,0,14.19137096,,540,24,24,night,0
541,1,MS,1,blade,LeafElement1,0.00019533,29.17364647,5.45543487,0.00001948,1.58850604,20.94520817,23,day,0.91278209,368.6940345,,541,1,24,night,0.03681713
541,1,MS,1,sheath,StemElement,0.00026861,12.12226574,5.31387432,0.0000242,0.67403538,3.81734681,23,day,0.40160173,368.6940345,,541,1,24,night,0.03376055
541,1,MS,2,blade,LeafElement1,0.00024107,34.38058775,5.47045862,0.00002318,1.87619095,29.61955792,23,day,0.97390935,288.6940345,,541,1,24,night,0.03703689
541,1,MS,2,sheath,HiddenElement,0,12.1127426,5.5535,0.0000248,0.67514055,4.64506056,23,day,0,288.6940345,,541,1,24,night,0
541,1,MS,2,sheath,StemElement,0.00000471,0.21169585,5.34857772,0.00000044,0.01142242,0.08406527,23,day,0.16244526,288.6940345,,541,1,24,night,0.03467034
541,1,MS,3,blade,LeafElement1,0.00031396,43.28882372,5.47379307,0.00002966,2.37125713,40.47594595,23,day,1.00333465,208.6940345,,541,1,24,night,0.03727226
541,1,MS,4,blade,LeafElement1,0.00028298,41.78896907,5.46687423,0.00002874,2.22599285,41.29885106,23,day,0.92181396,123.2665254,,541,1,24,night,0.03727667
541,1,MS,5,blade,LeafElement1,0.00000841,1.92594801,5.5535,0.00000101,0.1025824,0.47123675,23,day,0,14.41238779,,541,1,24,night,0
542,1,MS,1,blade,LeafElement1,0.00019533,28.94053102,5.0645022,0.00001897,1.58463278,20.94538343,23,day,0.61280599,368.9167202,,542,2,24,night,0.03207103
542,1,MS,1,sheath,StemElement,0.00026861,12.0280123,4.92618009,0.00002358,0.67263828,3.81985066,23,day,0.27833884,368.9167202,,542,2,24,night,0.02942834
542,1,MS,2,blade,LeafElement1,0.00024107,34.10221665,5.07916569,0.00002257,1.87139634,29.6194385,23,day,0.65188405,288.9167202,,542,2,24,night,0.03226071
542,1,MS,2,sheath,HiddenElement,0,12.01879225,5.5615,0.0000248,0.67431297,4.64714551,23,day,0,288.9167202,,542,2,24,night,0
542,1,MS,2,sheath,StemElement,0.00000471,0.21002215,4.96011793,0.00000042,0.01139468,0.08410712,23,day,0.10641413,288.9167202,,542,2,24,night,0.03021458
542,1,MS,3,blade,LeafElement1,0.00031396,42.93499788,5.08241976,0.00002888,2.36492245,40.47468878,23,day,0.66925997,208.9167202,,542,2,24,night,0.03246387
542,1,MS,4,blade,LeafElement1,0.00028368,41.5344507,5.07575338,0.00002803,2.22458077,41.3715122,23,day,0.61164462,123.4892112,,542,2,24,night,0.03246882
542,1,MS,5,blade,LeafElement1,0.00000863,1.95614839,5.5615,0.00000104,0.10476283,0.48306973,23,day,0,14.63507358,,542,2,24,night,0
543,1,MS,1,blade,LeafElement1,0.00019533,28.70726573,5.0645022,0.00001897,1.5811719,20.94553741,23,day,0.54666175,369.1397239,,543,3,24,night,0.02712633
543,1,MS,1,sheath,StemElement,0.00026861,11.93361448,4.92618009,0.00002358,0.6715987,3.82224871,23,day,0.24403466,369.1397239,,543,3,24,night,0.02491924
543,1,MS,2,blade,LeafElement1,0.00024107,33.82403092,5.07916569,0.00002257,1.86716676,29.61930461,23,day,0.58195687,289.1397239,,543,3,24,night,0.02728442
543,1,MS,2,sheath,HiddenElement,0,11.92480618,5.5615,0.0000248,0.67359578,4.64914513,23,day,0,289.1397239,,543,3,24,night,0
543,1,MS,2,sheath,StemElement,0.00000471,0.20834946,4.96011793,0.00000042,0.01137164,0.0841472,23,day,0.09229827,289.1397239,,543,3,24,night,0.02557592
543,1,MS,3,blade,LeafElement1,0.00031396,42.58212265,5.08241976,0.00002888,2.35937778,40.47345904,23,day,0.59777712,209.1397239,,543,3,24,night,0.02745373
543,1,MS,4,blade,LeafElement1,0.00028438,41.27868997,5.07575338,0.00002808,2.22324795,41.44410209,23,day,0.54510919,123.7122149,,543,3,24,night,0.02745865
543,1,MS,5,blade,LeafElement1,0.00000884,1.98617059,5.5615,0.00000106,0.1069652,0.49505879,23,day,0,14.85807726,,543,3,24,night,0
544,1,MS,1,blade,LeafElement1,0.00019533,28.47609152,4.67337663,0.00001847,1.57743444,20.94567953,23,day,0.12993053,369.3605818,,544,4,24,night,0.01950896
544,1,MS,1,sheath,StemElement,0.00026861,11.83908708,4.53824583,0.00002298,0.67011215,3.82466617,23,day,0.08204879,369.3605818,,544,4,24,night,0.01791679
544,1,MS,2,blade,LeafElement1,0.00024107,33.54950194,4.6876859,0.00002197,1.86266365,29.61915112,23,day,0.13477505,289.3605818,,544,4,24,night,0.01962296
544,1,MS,2,sheath,HiddenElement,0,11.83023314,5.612,0.0000248,0.6726717,4.65116389,23,day,0,289.3605818,,544,4,24,night,0
544,1,MS,2,sheath,StemElement,0.00000471,0.20668037,4.5714278,0.00000041,0.01134232,0.08418761,23,day,0.04004172,289.3605818,,544,4,24,night,0.01839023
544,1,MS,3,blade,LeafElement1,0.00031396,42.2349632,4.69086095,0.00002811,2.35355971,40.47219512,23,day,0.13386361,209.3605818,,544,4,24,night,0.01974508
544,1,MS,4,blade,LeafElement1,0.00028506,41.02054319,4.68440412,0.00002739,2.22180567,41.51570491,23,day,0.12246237,123.9330727,,544,4,24,night,0.01974897
544,1,MS,5,blade,LeafElement1,0.00000906,2.01547568,5.612,0.00000109,0.10915572,0.50708307,23,day,0,15.07893515,,544,4,24,night,0
545,1,MS,1,blade,LeafElement1,0.00019533,28.24695058,4.67337663,0.00001847,1.57397796,20.94580636,23,day,0.01620698,369.5789363,,545,5,24,night,0.02309423
545,1,MS,1,sheath,StemElement,0.00026861,11.74576211,4.53824583,0.00002298,0.66889008,3.82704137,23,day,0.01496886,369.5789363,,545,5,24,night,0.02121951
545,1,MS,2,blade,LeafElement1,0.00024107,33.27731509,4.6876859,0.00002197,1.85852901,29.61898211,23,day,0.01629212,289.5789363,,545,5,24,night,0.02322835
