t,plant,axis,metamer,organ,element,green_area,sucrose,temperature_init,transpiration,amino_acids,proteins,day,light,Tr,age,,t_init,hour_init,day_init,light_init,Tr_init
0,1,MS,1,blade,LeafElement1,0.00019533,24.15745785,9.59186972,0,1.55816188,22.25945538,1,night,0.00791038,240.2320637,,0,12,1,day,1.20689923
0,1,MS,1,sheath,StemElement,0.00026861,10.05882353,9.87150539,0,0.18488868,2.6412668,1,night,0.00730911,240.2320637,,0,12,1,day,0.45264077
0,1,MS,2,blade,LeafElement1,0.00024107,28.4567234,10.53106937,0,2.17527071,31.07529581,1,night,0.00794471,160.2320637,,0,12,1,day,1.11294565
0,1,MS,2,sheath,HiddenElement,0.000248,10.05882353,20,0,0.26304034,3.75771919,1,night,0,160.2320637,,0,12,1,day,0
0,1,MS,2,sheath,StemElement,0.00000471,0.17647059,9.5755739,0,0.00461474,0.0659249,1,night,0.00747867,160.2320637,,0,12,1,day,0.2428691
0,1,MS,3,blade,LeafElement1,0.00018295,7,9.06232507,0,0.5,29.10298252,1,night,0.00790963,80.2320637,,0,12,1,day,1.00787049
0,1,MS,4,blade,LeafElement1,0,NA,15,0,NA,NA,1,night,NA,0,,0,12,1,day,NA
0,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,night,NA,0,,0,12,1,day,NA
1,1,MS,1,blade,LeafElement1,0.00019533,20.66549508,9.59186972,0.00018477,1.42174868,22.2474871,1,night,0.01604435,240.4809759,,1,13,1,day,1.40298057
1,1,MS,1,sheath,StemElement,0.00026861,6.14136482,9.87150539,0.00006774,0.27704204,2.63690613,1,night,0.01481828,240.4809759,,1,13,1,day,0.54595052
1,1,MS,2,blade,LeafElement1,0.00024107,26.12332111,10.53106937,0.00027713,1.9311802,31.06365862,1,night,0.01611439,160.4809759,,1,13,1,day,1.30486097
1,1,MS,2,sheath,HiddenElement,0.000248,6.12444975,20,0.0000248,0.27585665,3.75197366,1,night,0,160.4809759,,1,13,1,day,0
1,1,MS,2,sheath,StemElement,0.00000471,0.06101925,9.5755739,0.00000156,0.00495688,0.06582685,1,night,0.01516388,160.4809759,,1,13,1,day,0.32821536
1,1,MS,3,blade,LeafElement1,0.00018367,5.39369029,9.06232507,0.00016958,0.33991433,29.17264421,1,night,0.01604328,80.48097587,,1,13,1,day,1.18867282
1,1,MS,4,blade,LeafElement1,0,NA,5.4655,0,NA,NA,1,night,NA,0,,1,13,1,day,NA
1,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,night,NA,0,,1,13,1,day,NA
2,1,MS,1,blade,LeafElement1,0.00019533,19.63265322,8.52314073,0.00015205,1.33877055,22.23679718,1,night,0.01604435,240.6961514,,2,14,1,day,0.90579458
2,1,MS,1,sheath,StemElement,0.00026861,4.87637831,8.52068642,0.00005678,0.3350743,2.6332457,1,night,0.01481828,240.6961514,,2,14,1,day,0.35683518
2,1,MS,2,blade,LeafElement1,0.00024107,25.27655635,9.06464532,0.00021288,1.77276663,31.05334436,1,night,0.01611439,160.6961514,,2,14,1,day,0.83784572
2,1,MS,2,sheath,HiddenElement,0.000248,4.86904625,6.26392673,0.0000248,0.29221689,3.74674788,1,night,0,160.6961514,,2,14,1,day,0
2,1,MS,2,sheath,StemElement,0.00000471,0.05374328,7.22320323,0.00000104,0.00490959,0.06574056,1,night,0.01516388,160.6961514,,2,14,1,day,0.21200527
2,1,MS,3,blade,LeafElement1,0.00018424,7.12037265,8.48028613,0.00015798,0.42168139,29.23273643,1,night,0.01604374,80.69615137,,2,14,1,day,0.75985393
2,1,MS,4,blade,LeafElement1,0,NA,5.4655,0,NA,NA,1,night,NA,0,,2,14,1,day,NA
2,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,night,NA,0,,2,14,1,day,NA
3,1,MS,1,blade,LeafElement1,0.00019533,19.84258319,8.52314073,0.00015205,1.30523657,22.22751557,1,night,0.01673243,240.9434343,,3,15,1,day,0.29696641
3,1,MS,1,sheath,StemElement,0.00026861,4.38916781,8.52068642,0.00005678,0.37586351,2.63018858,1,night,0.01543234,240.9434343,,3,15,1,day,0.13522963
3,1,MS,2,blade,LeafElement1,0.00024107,25.72847371,9.06464532,0.00021288,1.704669,31.04442122,1,night,0.01680681,160.9434343,,3,15,1,day,0.27247632
3,1,MS,2,sheath,HiddenElement,0.000248,4.38629217,6.26392673,0.0000248,0.30787887,3.74215673,1,night,0,160.9434343,,3,15,1,day,0
3,1,MS,2,sheath,StemElement,0.00000471,0.05806268,7.22320323,0.00000104,0.00511958,0.06566627,1,night,0.01579843,160.9434343,,3,15,1,day,0.08052131
3,1,MS,3,blade,LeafElement1,0.00018492,8.53813506,8.48028613,0.00015844,0.48916271,29.30502393,1,night,0.01673216,80.94343432,,3,15,1,day,0.24309169
3,1,MS,4,blade,LeafElement1,0,NA,5.385,0,NA,NA,1,night,NA,0,,3,15,1,day,NA
3,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,night,NA,0,,3,15,1,day,NA
4,1,MS,1,blade,LeafElement1,0.00019533,16.49251647,3.47554972,0.00002389,1.15278482,22.21834816,1,night,0.02150578,241.1801472,,4,16,1,day,0.04051592
4,1,MS,1,sheath,StemElement,0.00026861,4.17297194,3.32995519,0.0000224,0.37537861,2.62726504,1,night,0.01981622,241.1801472,,4,16,1,day,0.03049637
4,1,MS,2,blade,LeafElement1,0.00024107,20.95280402,3.50882851,0.00002912,1.47360294,31.03557509,1,night,0.02160254,161.1801472,,4,16,1,day,0.0379564
4,1,MS,2,sheath,HiddenElement,0.000248,4.16985337,6.223,0.0000248,0.33379698,3.73773068,1,night,0,161.1801472,,4,16,1,day,0
4,1,MS,2,sheath,StemElement,0.00000471,0.06299552,3.1735768,0.00000044,0.00496768,0.06559449,1,night,0.02029164,161.1801472,,4,16,1,day,0.02101452
4,1,MS,3,blade,LeafElement1,0.00018557,9.12322089,3.51282529,0.00002532,0.52895127,29.37401792,1,night,0.02150587,81.18014724,,4,16,1,day,0.03520798
4,1,MS,4,blade,LeafElement1,0,NA,5.385,0,NA,NA,1,night,NA,0,,4,16,1,day,NA
4,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,night,NA,0,,4,16,1,day,NA
5,1,MS,1,blade,LeafElement1,0.00019533,14.69698422,3.47554972,0.00002389,1.05881279,22.20896271,1,night,0.0219578,241.4079591,,5,17,1,day,0.01070827
5,1,MS,1,sheath,StemElement,0.00026861,4.0636933,3.32995519,0.0000224,0.37757244,2.62437292,1,night,0.02021817,241.4079591,,5,17,1,day,0.00978333
5,1,MS,2,blade,LeafElement1,0.00024107,18.44059434,3.50882851,0.00002912,1.33234726,31.02644491,1,night,0.02205751,161.4079591,,5,17,1,day,0.01076265
5,1,MS,2,sheath,HiddenElement,0.000248,4.06046215,6.223,0.0000248,0.35447647,3.73340382,1,night,0,161.4079591,,5,17,1,day,0
5,1,MS,2,sheath,StemElement,0.00000471,0.06657281,3.1735768,0.00000044,0.00502099,0.06552347,1,night,0.02070742,161.4079591,,5,17,1,day,0.01004294
5,1,MS,3,blade,LeafElement1,0.0001862,9.43702069,3.51282529,0.00002539,0.55838593,29.43996099,1,night,0.02199952,81.4079591,,5,17,1,day,0.01070422
5,1,MS,4,blade,LeafElement1,0,NA,5.347,0.00000001,NA,NA,1,night,NA,0,,5,17,1,day,NA
5,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,night,NA,0,,5,17,1,day,NA
6,1,MS,1,blade,LeafElement1,0.00019533,13.19033039,3.39255293,0.0000168,0.98758416,22.19937899,1,night,0.02708713,241.6300886,,6,18,1,day,0.00718861
6,1,MS,1,sheath,StemElement,0.00026861,4.00462356,3.26882626,0.00002099,0.37930953,2.62151782,1,night,0.02491711,241.6300886,,6,18,1,day,0.00656598
6,1,MS,2,blade,LeafElement1,0.00024107,16.36424194,3.40612648,0.00001999,1.22774945,31.01705726,1,night,0.02721165,161.6300886,,6,18,1,day,0.00722522
6,1,MS,2,sheath,HiddenElement,0.000248,4.00172848,5.733,0.0000248,0.3711389,3.72917355,1,night,0,161.6300886,,6,18,1,day,0
6,1,MS,2,sheath,StemElement,0.00000471,0.0674045,3.30368885,0.00000038,0.00503986,0.0654534,1,night,0.02552692,161.6300886,,6,18,1,day,0.00674072
6,1,MS,3,blade,LeafElement1,0.00018682,9.53005556,3.40084784,0.00001745,0.57952836,29.50388054,1,night,0.02714022,81.63008856,,6,18,1,day,0.00718621
6,1,MS,4,blade,LeafElement1,0,NA,5.347,0.00000001,NA,NA,1,night,NA,0,,6,18,1,day,NA
6,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,night,NA,0,,6,18,1,day,NA
7,1,MS,1,blade,LeafElement1,0.00019533,12.19290445,3.39255293,0.0000168,0.94002187,22.18953066,1,day,0.02784249,241.8490788,,7,19,1,day,0.00364446
7,1,MS,1,sheath,StemElement,0.00026861,3.96344679,3.26882626,0.00002099,0.38173363,2.61867554,1,day,0.02558661,241.8490788,,7,19,1,day,0.00332713
7,1,MS,2,blade,LeafElement1,0.00024107,15.00242635,3.40612648,0.00001999,1.15749604,31.00735561,1,day,0.02797207,161.8490788,,7,19,1,day,0.00366313
7,1,MS,2,sheath,HiddenElement,0.000248,3.96086046,5.733,0.0000248,0.38357194,3.72499539,1,day,0,161.8490788,,7,19,1,day,0
7,1,MS,2,sheath,StemElement,0.00000471,0.06772155,3.30368885,0.00000038,0.00510739,0.06538362,1,day,0.02622009,161.8490788,,7,19,1,day,0.00341616
7,1,MS,3,blade,LeafElement1,0.00018742,9.5299788,3.40084784,0.0000175,0.59635001,29.56650884,1,day,0.02789879,81.84907882,,7,19,1,day,0.0036434
7,1,MS,4,blade,LeafElement1,0,NA,5.4885,0.00000001,NA,NA,1,day,NA,0,,7,19,1,day,NA
7,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,7,19,1,day,NA
8,1,MS,1,blade,LeafElement1,0.00019533,11.49181188,3.58833816,0.00001703,0.90868824,22.17961553,1,day,0.03361291,242.0668372,,8,20,1,day,0.00364446
8,1,MS,1,sheath,StemElement,0.00026861,3.92767235,3.46312295,0.00002127,0.38484114,2.61590248,1,day,0.03085094,242.0668372,,8,20,1,day,0.00332713
8,1,MS,2,blade,LeafElement1,0.00024107,14.05184416,3.60208219,0.00002026,1.11049472,30.9975414,1,day,0.03377179,162.0668372,,8,20,1,day,0.00366313
8,1,MS,2,sheath,HiddenElement,0.000248,3.92560633,5.511,0.0000248,0.39269678,3.72094189,1,day,0,162.0668372,,8,20,1,day,0
8,1,MS,2,sheath,StemElement,0.00000471,0.06752582,3.49839327,0.00000038,0.00518635,0.06531554,1,day,0.03162577,162.0668372,,8,20,1,day,0.00341616
8,1,MS,3,blade,LeafElement1,0.00018803,9.47389113,3.59683582,0.00001778,0.6102279,29.62861567,1,day,0.03368324,82.06683722,,8,20,1,day,0.00364354
8,1,MS,4,blade,LeafElement1,0,NA,5.4885,0.00000001,NA,NA,1,day,NA,0,,8,20,1,day,NA
8,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,8,20,1,day,NA
9,1,MS,1,blade,LeafElement1,0.00019533,10.95146735,3.58833816,0.00001703,0.8866511,22.16922389,1,day,0.03970751,242.2836022,,9,21,1,day,0.00377229
9,1,MS,1,sheath,StemElement,0.00026861,3.89044838,3.46312295,0.00002127,0.38741143,2.61307718,1,day,0.03461379,242.2836022,,9,21,1,day,0.00343957
9,1,MS,2,blade,LeafElement1,0.00024107,13.32440895,3.60208219,0.00002026,1.07678795,30.98721722,1,day,0.03833784,162.2836022,,9,21,1,day,0.00379189
9,1,MS,2,sheath,HiddenElement,0.000248,3.88897389,5.511,0.0000248,0.39921694,3.71682728,1,day,0,162.2836022,,9,21,1,day,0
9,1,MS,2,sheath,StemElement,0.00000471,0.06704076,3.49839327,0.00000038,0.00525059,0.06524615,1,day,0.02810805,162.2836022,,9,21,1,day,0.00353284
9,1,MS,3,blade,LeafElement1,0.00018863,9.38672371,3.59683582,0.00001783,0.62232424,29.6898857,1,day,0.03669189,82.2836022,,9,21,1,day,0.00377147
9,1,MS,4,blade,LeafElement1,0,NA,5.7115,0.00000002,NA,NA,1,day,NA,0,,9,21,1,day,NA
9,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,9,21,1,day,NA
10,1,MS,1,blade,LeafElement1,0.00019533,10.52679802,4.3710089,0.00001798,0.87352759,22.15853769,1,day,0.0770691,242.5001685,,10,22,1,day,0.00385075
10,1,MS,1,sheath,StemElement,0.00026861,3.84987064,4.2397236,0.00002241,0.39125317,2.61026302,1,day,0.05959711,242.5001685,,10,22,1,day,0.00350846
10,1,MS,2,blade,LeafElement1,0.00024107,12.75671691,4.38544997,0.00002139,1.05550654,30.9765626,1,day,0.07201619,162.5001685,,10,22,1,day,0.00387093
10,1,MS,2,sheath,HiddenElement,0.000248,3.8494354,5.455,0.0000248,0.40369728,3.71273576,1,day,0,162.5001685,,10,22,1,day,0
10,1,MS,2,sheath,StemElement,0.00000471,0.06629539,4.27665386,0.0000004,0.00532732,0.06517696,1,day,0.04004856,162.5001685,,10,22,1,day,0.00360435
10,1,MS,3,blade,LeafElement1,0.00018922,9.27566027,4.38060591,0.00001888,0.63310187,29.75072012,1,day,0.06664707,82.5001685,,10,22,1,day,0.00385003
10,1,MS,4,blade,LeafElement1,0,NA,5.7115,0.00000002,NA,NA,1,day,NA,0,,10,22,1,day,NA
10,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,10,22,1,day,NA
11,1,MS,1,blade,LeafElement1,0.00019533,10.1772692,4.3710089,0.00001798,0.86511784,22.14812043,1,day,0.0766425,242.7173706,,11,23,1,night,0.00377229
11,1,MS,1,sheath,StemElement,0.00026861,3.80653248,4.2397236,0.00002241,0.39459343,2.60760182,1,day,0.05927213,242.7173706,,11,23,1,night,0.00343957
11,1,MS,2,blade,LeafElement1,0.00024107,12.29225453,4.38544997,0.00002139,1.04116203,30.96614686,1,day,0.07161076,162.7173706,,11,23,1,night,0.00379189
11,1,MS,2,sheath,HiddenElement,0.000248,3.80681861,5.455,0.0000248,0.40738028,3.70886637,1,day,0,162.7173706,,11,23,1,night,0
11,1,MS,2,sheath,StemElement,0.00000471,0.06542538,4.27665386,0.0000004,0.00538734,0.06511141,1,day,0.03983232,162.7173706,,11,23,1,night,0.00353284
11,1,MS,3,blade,LeafElement1,0.00018982,9.16074627,4.38060591,0.00001892,0.64292176,29.81188751,1,day,0.06626987,82.71737059,,11,23,1,night,0.00377173
11,1,MS,4,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,11,23,1,night,NA
11,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,11,23,1,night,NA
12,1,MS,1,blade,LeafElement1,0.00019533,9.88164049,3.97976822,0.0000175,0.85929897,22.13779991,1,day,0.05836365,242.9337382,,12,24,2,night,0.00791038
12,1,MS,1,sheath,StemElement,0.00026861,3.76041412,3.85154112,0.00002183,0.3965788,2.60504582,1,day,0.04787557,242.9337382,,12,24,2,night,0.00730911
12,1,MS,2,blade,LeafElement1,0.00024107,11.90240878,3.99385775,0.00002082,1.03086217,30.95580144,1,day,0.05521207,162.9337382,,12,24,2,night,0.00794471
12,1,MS,2,sheath,HiddenElement,0.000248,3.76104595,5.4655,0.0000248,0.41037133,3.70515264,1,day,0,162.9337382,,12,24,2,night,0
12,1,MS,2,sheath,StemElement,0.00000471,0.06447789,3.88763563,0.00000039,0.00542545,0.0650483,1,day,0.03454863,162.9337382,,12,24,2,night,0.00747867
12,1,MS,3,blade,LeafElement1,0.00019042,9.03651855,3.99035565,0.00001848,0.65181082,29.87274944,1,day,0.05178893,82.93373821,,12,24,2,night,0.00790963
12,1,MS,4,blade,LeafElement1,0,NA,5.4655,0,NA,NA,1,day,0,0,,12,24,2,night,NA
12,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,12,24,2,night,NA
13,1,MS,1,blade,LeafElement1,0.00019533,9.61691905,3.97976822,0.0000175,0.85566582,22.1273129,1,day,0.08640201,243.1477216,,13,1,2,night,0.01604435
13,1,MS,1,sheath,StemElement,0.00026861,3.71072403,3.85154112,0.00002183,0.39821714,2.60251894,1,day,0.06212867,243.1477216,,13,1,2,night,0.01481828
13,1,MS,2,blade,LeafElement1,0.00024107,11.55630918,3.99385775,0.00002082,1.0237785,30.94526742,1,day,0.07960765,163.1477216,,13,1,2,night,0.01611439
13,1,MS,2,sheath,HiddenElement,0.000248,3.71174975,5.4655,0.0000248,0.41261741,3.70148471,1,day,0,163.1477216,,13,1,2,night,0
13,1,MS,2,sheath,StemElement,0.00000471,0.06344787,3.88763563,0.00000039,0.00546089,0.06498577,1,day,0.03863584,163.1477216,,13,1,2,night,0.01516388
13,1,MS,3,blade,LeafElement1,0.00019101,8.90507217,3.99035565,0.00001853,0.6600736,29.93255118,1,day,0.07302452,83.1477216,,13,1,2,night,0.01604328
13,1,MS,4,blade,LeafElement1,0,NA,5.4655,0,NA,NA,1,day,0,0,,13,1,2,night,NA
13,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,13,1,2,night,NA
14,1,MS,1,blade,LeafElement1,0.00019533,9.37639588,4.1754124,0.00001774,0.85417276,22.11684593,1,day,0.12128409,243.3601553,,14,2,2,night,0.01604435
14,1,MS,1,sheath,StemElement,0.00026861,3.65822915,4.04566197,0.00002212,0.40010959,2.60007174,1,day,0.08449131,243.3601553,,14,2,2,night,0.01481828
14,1,MS,2,blade,LeafElement1,0.00024107,11.24432784,4.18967695,0.00002111,1.01979811,30.93473239,1,day,0.11184036,163.3601553,,14,2,2,night,0.01611439
14,1,MS,2,sheath,HiddenElement,0.000248,3.65978997,5.385,0.0000248,0.41442027,3.69793335,1,day,0,163.3601553,,14,2,2,night,0
14,1,MS,2,sheath,StemElement,0.00000471,0.06237776,4.08217292,0.0000004,0.0055004,0.06492505,1,day,0.05293324,163.3601553,,14,2,2,night,0.01516388
14,1,MS,3,blade,LeafElement1,0.0001916,8.76832093,4.18649316,0.00001883,0.66780221,29.99173098,1,day,0.10238576,83.36015526,,14,2,2,night,0.01604374
14,1,MS,4,blade,LeafElement1,0,NA,5.385,0,NA,NA,1,day,0,0,,14,2,2,night,NA
14,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,14,2,2,night,NA
15,1,MS,1,blade,LeafElement1,0.00019533,9.15493129,4.1754124,0.00001774,0.85382761,22.10585432,1,day,0.06961625,243.5726287,,15,3,2,night,0.01673243
15,1,MS,1,sheath,StemElement,0.00026861,3.60303215,4.04566197,0.00002212,0.40130987,2.59758601,1,day,0.05297147,243.5726287,,15,3,2,night,0.01543234
15,1,MS,2,blade,LeafElement1,0.00024107,10.95995015,4.18967695,0.00002111,1.01756303,30.92364684,1,day,0.0647103,163.5726287,,15,3,2,night,0.01680681
15,1,MS,2,sheath,HiddenElement,0.000248,3.6052792,5.385,0.0000248,0.41547858,3.69432524,1,day,0,163.5726287,,15,3,2,night,0
15,1,MS,2,sheath,StemElement,0.00000471,0.06127931,4.08217292,0.0000004,0.00552932,0.06486316,1,day,0.03465547,163.5726287,,15,3,2,night,0.01579843
15,1,MS,3,blade,LeafElement1,0.00019218,8.62573955,4.18649316,0.00001887,0.67505939,30.05030327,1,day,0.05983895,83.57262865,,15,3,2,night,0.01673216
15,1,MS,4,blade,LeafElement1,0,NA,5.385,0,NA,NA,1,day,0,0,,15,3,2,night,NA
15,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,15,3,2,night,NA
16,1,MS,1,blade,LeafElement1,0.00019533,8.93819657,5.15291155,0.00001897,0.85603144,22.09450957,1,day,0.03635019,243.7872478,,16,4,2,night,0.02150578
16,1,MS,1,sheath,StemElement,0.00026861,3.54402505,5.01537194,0.00002359,0.40420168,2.5950921,1,day,0.03130708,243.7872478,,16,4,2,night,0.01981622
16,1,MS,2,blade,LeafElement1,0.00024107,10.68361615,5.1680739,0.00002258,1.01864518,30.91218767,1,day,0.03501276,163.7872478,,16,4,2,night,0.02160254
16,1,MS,2,sheath,HiddenElement,0.000248,3.54760446,5.347,0.0000248,0.41598645,3.69069584,1,day,0,163.7872478,,16,4,2,night,0
16,1,MS,2,sheath,StemElement,0.00000471,0.06009559,5.05398568,0.00000043,0.005582,0.06480087,1,day,0.02521981,163.7872478,,16,4,2,night,0.02029164
16,1,MS,3,blade,LeafElement1,0.00019277,8.4788951,5.16479966,0.00002024,0.68222354,30.10909559,1,day,0.03351949,83.78724784,,16,4,2,night,0.02150587
16,1,MS,4,blade,LeafElement1,0,NA,5.347,0.00000001,NA,NA,1,day,0,0,,16,4,2,night,NA
16,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,16,4,2,night,NA
17,1,MS,1,blade,LeafElement1,0.00019533,8.73141193,5.15291155,0.00001897,0.85845022,22.0829113,1,day,0.02747785,244.0053639,,17,5,2,night,0.0219578
17,1,MS,1,sheath,StemElement,0.00026861,3.48275521,5.01537194,0.00002359,0.40614755,2.59263271,1,day,0.02508547,244.0053639,,17,5,2,night,0.02021817
17,1,MS,2,blade,LeafElement1,0.00024107,10.42214424,5.1680739,0.00002258,1.02028536,30.9004516,1,day,0.02761624,164.0053639,,17,5,2,night,0.02205751
17,1,MS,2,sheath,HiddenElement,0.000248,3.48754118,5.347,0.0000248,0.41637151,3.68709968,1,day,0,164.0053639,,17,5,2,night,0
17,1,MS,2,sheath,StemElement,0.00000471,0.05889245,5.05398568,0.00000043,0.00561424,0.06473913,1,day,0.02575409,164.0053639,,17,5,2,night,0.02070742
17,1,MS,3,blade,LeafElement1,0.00019337,8.32423363,5.16479966,0.00002029,0.68918206,30.17642326,1,day,0.02751625,84.00536388,,17,5,2,night,0.02199952
17,1,MS,4,blade,LeafElement1,0,NA,5.347,0.00000001,NA,NA,1,day,0,0,,17,5,2,night,NA
17,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,17,5,2,night,NA
18,1,MS,1,blade,LeafElement1,0.00019533,8.52955467,5.83649965,0.00001987,0.86232939,22.07095753,1,day,0.02766161,244.2278907,,18,6,2,night,0.02708713
18,1,MS,1,sheath,StemElement,0.00026861,3.4194608,5.69332299,0.00002467,0.40885627,2.59019186,1,day,0.02524622,244.2278907,,18,6,2,night,0.02491711
18,1,MS,2,blade,LeafElement1,0.00024107,10.16841259,5.85231183,0.00002365,1.02390318,30.88833517,1,day,0.02780137,164.2278907,,18,6,2,night,0.02721165
18,1,MS,2,sheath,HiddenElement,0.000248,3.42570288,5.4885,0.0000248,0.41647068,3.68350749,1,day,0,164.2278907,,18,6,2,night,0
18,1,MS,2,sheath,StemElement,0.00000471,0.05767873,5.73342497,0.00000045,0.00565777,0.06467751,1,day,0.02592114,164.2278907,,18,6,2,night,0.02552692
18,1,MS,3,blade,LeafElement1,0.00019398,8.16861111,5.84878345,0.00002131,0.69590858,30.23683943,1,day,0.02770134,84.22789072,,18,6,2,night,0.02714022
18,1,MS,4,blade,LeafElement1,0,NA,5.4885,0.00000001,NA,NA,1,day,0,0,,18,6,2,night,NA
18,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,18,6,2,night,NA
19,1,MS,1,blade,LeafElement1,0.00019533,8.3335184,5.83649965,0.00001987,0.86594265,22.05864077,1,day,0.04396301,244.4548681,,19,7,2,night,0.02784249
19,1,MS,1,sheath,StemElement,0.00026861,3.35470936,5.69332299,0.00002467,0.4105536,2.58777445,1,day,0.04013759,244.4548681,,19,7,2,night,0.02558661
19,1,MS,2,blade,LeafElement1,0.00024107,9.9236729,5.85231183,0.00002365,1.02739273,30.87582985,1,day,0.04418437,164.4548681,,19,7,2,night,0.02797207
19,1,MS,2,sheath,HiddenElement,0.000248,3.36233039,5.4885,0.0000248,0.41648941,3.67992153,1,day,0,164.4548681,,19,7,2,night,0
19,1,MS,2,sheath,StemElement,0.00000471,0.05644917,5.73342497,0.00000045,0.00568432,0.06461608,1,day,0.0412065,164.4548681,,19,7,2,night,0.02622009
19,1,MS,3,blade,LeafElement1,0.0001946,8.00914023,5.84878345,0.00002136,0.70238965,30.29816435,1,day,0.04402745,84.45486809,,19,7,2,night,0.02789879
19,1,MS,4,blade,LeafElement1,0,NA,5.4885,0.00000001,NA,NA,1,day,0,0,,19,7,2,night,NA
19,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,19,7,2,night,NA
20,1,MS,1,blade,LeafElement1,0.00019533,8.13765196,6.71514025,0.00002109,0.87109241,22.04584801,1,day,0.05606112,244.6869318,,20,8,2,night,0.03361291
20,1,MS,1,sheath,StemElement,0.00026861,3.28790065,6.56437245,0.00002612,0.41342634,2.58536799,1,day,0.05114235,244.6869318,,20,8,2,night,0.03085094
20,1,MS,2,blade,LeafElement1,0.00024107,9.68017874,6.73180286,0.00002511,1.03286973,30.86281949,1,day,0.05634606,164.6869318,,20,8,2,night,0.03377179
20,1,MS,2,sheath,HiddenElement,0.000248,3.29726002,5.7115,0.0000248,0.41621292,3.67631391,1,day,0,164.6869318,,20,8,2,night,0
20,1,MS,2,sheath,StemElement,0.00000471,0.05518729,6.60611731,0.00000047,0.00572916,0.06455448,1,day,0.05251571,164.6869318,,20,8,2,night,0.03162577
20,1,MS,3,blade,LeafElement1,0.00019523,7.84528926,6.72862795,0.00002274,0.70886076,30.3604815,1,day,0.05623806,84.6869318,,20,8,2,night,0.03368324
20,1,MS,4,blade,LeafElement1,0,NA,5.7115,0.00000002,NA,NA,1,day,0,0,,20,8,2,night,NA
20,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,20,8,2,night,NA
21,1,MS,1,blade,LeafElement1,0.00019533,7.94524814,6.71514025,0.00002109,0.87563155,22.03300473,1,day,0.06506667,244.9253932,,21,9,2,night,0.03970751
21,1,MS,1,sheath,StemElement,0.00026861,3.22016771,6.56437245,0.00002612,0.41540547,2.58305759,1,day,0.05944188,244.9253932,,21,9,2,night,0.03461379
21,1,MS,2,blade,LeafElement1,0.00024107,9.44211903,6.73180286,0.00002511,1.03778927,30.84973629,1,day,0.06539209,164.9253932,,21,9,2,night,0.03833784
21,1,MS,2,sheath,HiddenElement,0.000248,3.23098729,5.7115,0.0000248,0.41619403,3.67280585,1,day,0,164.9253932,,21,9,2,night,0
21,1,MS,2,sheath,StemElement,0.00000471,0.05390137,6.60611731,0.00000047,0.00575702,0.06449481,1,day,0.06101377,164.9253932,,21,9,2,night,0.02810805
21,1,MS,3,blade,LeafElement1,0.00019588,7.67851567,6.72862795,0.0000228,0.71512719,30.42458883,1,day,0.06527114,84.92539315,,21,9,2,night,0.03669189
21,1,MS,4,blade,LeafElement1,0,NA,5.7115,0.00000002,NA,NA,1,day,0,0,,21,9,2,night,NA
21,1,MS,5,blade,LeafElement1,0,NA,15,0,NA,NA,1,day,NA,0,,21,9,2,night,NA
22,1,MS,1,blade,LeafElement1,0.00019533,8.4248088,7.66366511,0.00003575,0.91500037,22.01979804,1,day,0.08078825,245.1718814,,22,10,2,night,0.0770691
22,1,MS,1,sheath,StemElement,0.00026861,3.15493861,7.51326636,0.00003029,0.42075459,2.58078399,1,day,0.07382837,245.1718814,,22,10,2,night,0.05959711
22,1,MS,2,blade,LeafElement1,0.00024107,10.13787898,7.70749101,0.00004389,1.08658457,30.83627897,1,day,0.08119092,165.1718814,,22,10,2,night,0.07201619
22,1,MS,2,sheath,HiddenElement,0.000248,3.16725249,6.0005,0.0000248,0.41482069,3.66928065,1,day,0,165.1718814,,22,10,2,night,0
